No;Kode;Mentah;"Sumber
TKPI 2019";Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;"Kalsium
Ca";"Fosfor
P";"Besi
Fe";"Natrium
Na";"Kalium
Ka";"Tembaga
Cu";"Seng
Zn";"Retino
Vit A";B-Kar;"Karoten
Total";"Thiamin
Vit. B1";"Ribovlavin
Vit. B2";Niasin;Vitamin C;BDD;Kelompok Makanan;Regulasi;;;;;;;;
;;;;(g);(kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;;;;;;;
817;FP079;Olahan;Soto madura, masakan;89,8;60;3,5;4,5;1,3;-;0,9;361;126;3,8;-;-;-;-;26;-;121;0,06;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
818;FP080;Olahan;Soto padang, masakan;75;127;5,9;6,6;11;0,7;2;298;94;1,5;-;-;-;-;12;-;204;0,22;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
819;FP081;Olahan;Soto pekalongan, masakan;83,8;94;3;6,8;5,1;0,3;1,3;322;79;2;-;-;-;-;14;-;119;0,29;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
820;FP082;Olahan;Soto pemalang, masakan;86;75;3,6;5,2;3,5;-;1,7;170;80;2,1;-;-;-;-;16;-;30;0,13;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
821;FP083;Olahan;Soto sukaraja, masakan;75,9;80;3,2;3,5;9;0,3;1,1;347;77;2,3;-;-;-;-;12;-;89;0,04;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
822;FP084;Olahan;Soto sulung, masakan;88,1;86;2,3;8,5;-;-;1,1;200;120;2,9;-;-;-;-;20;-;105;0,08;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
823;FP085;Olahan;Sukiyaki, masakan;81;75;5,6;0,4;12,2;0,2;0,8;109;59;0,5;426;-;-;-;41;-;1.200;0,37;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
824;FP086;Olahan;Tedong pallu basa, masakan;81,7;83;10,4;3,4;2,8;-;1,7;10;139;2,6;397;34;0,6;1,3;-;-;-;0,09;0,53;9;-;100;Daging;KZGMI-2001;;;;;;;;
825;FP087;Olahan;Tikus rica, masakan;54,9;257;18,8;18,5;3,8;-;4;232;293;6,5;1.724;308;0,5;2,3;674;-;-;0,28;0,38;-;-;100;Daging;KZGMI-2001;;;;;;;;
826;FP088;Olahan;Tinoransa, masakan;31,6;516;17,7;49,5;-;-;1,2;698;648;3,5;1.307;320;0,1;1,8;710;-;-;0,29;0,17;-;-;100;Daging;KZGMI-2001;;;;;;;;
827;FR001;Tunggal;Anak sapi, daging, gemuk, segar;62;184;18,8;14;-;-;5,2;10;200;2,2;118;490,1;0,17;5,8;12;37;-;0,13;0,17;7;-;100;Daging;DABM-1964;;;;;;;;
828;FR002;Tunggal;Anak sapi, daging, kurus, segar;69;174;19,6;10;-;-;1,4;11;201;2,9;96;399,8;0,14;4,8;6;30;-;0,08;0,14;5,7;-;100;Daging;DABM-1964;;;;;;;;
829;FR003;Tunggal;Anak sapi, daging, sedang, segar;68;190;19,1;12;-;-;0,9;11;193;2,9;99;412,7;0,14;4,9;12;83;-;0,14;0,15;5,9;-;100;Daging;DABM-1964;;;;;;;;
830;FR004;Tunggal;Angsa, daging, segar;51,1;349;16,4;31,5;-;-;1;15;188;1,8;71;299,2;0,26;1,7;273;-;-;0,1;0,24;7,1;-;60;Daging;DABM-1964;;;;;;;;
831;FR005;Tunggal;Ayam, daging, segar;55,9;298;18,2;25;-;-;0,9;14;200;1,5;109;385,9;0,11;2;245;5;-;0,08;0,14;10,4;-;58;Daging;DABM-1964;;;;;;;;
832;FR006;Tunggal;Ayam, dideh/darah, segar;82;75;13,8;1,9;0,7;-;1,6;15;9;1,3;337;234;-;-;15;-;-;0,02;-;0,6;-;100;Daging;DABM-1964;;;;;;;;
833;FR007;Tunggal;Ayam, hati, segar;53,4;261;27,4;16,1;1,6;-;1,5;118;373;15,8;1.068;22,9;0,84;0;4.957;169;28.000;0,64;4,38;4,1;-;100;Daging;KZGMS-1993;;;;;;;;
834;FR008;Tunggal;Babi, daging, gemuk,segar;42;453;11,9;45;-;-;1,1;7;117;1,8;112;819,3;0,22;0,4;-;-;-;0,58;0,59;5,9;-;100;Daging;DABM-1964;;;;;;;;
835;FR009;Tunggal;Babi, daging, kurus, segar;50;371;14,1;35;-;-;0,9;8;151;2,1;97;706,3;0,19;0,4;-;-;-;0,67;0,33;5,4;-;100;Daging;DABM-1964;;;;;;;;
836;FR010;Tunggal;Babi, ginjal, segar;77,1;110;16,3;4,6;0,8;-;1,2;11;246;8;139;390;0,71;3,2;39;10;-;0,58;1,59;9,1;13;100;Daging;DABM-1964;;;;;;;;
837;FR011;Tunggal;Babi, hati, segar;72,3;129;19,7;4,8;1,7;-;1,5;10;362;18;110;447;0,58;0,1;4.303;6;-;0,4;1,16;5,7;23;100;Daging;DABM-1964;;;;;;;;
838;FR012;Tunggal;Bebek (itik), daging, segar;54,3;321;16;28,6;-;-;1,1;15;188;1,8;54;199;0,21;1,2;273;-;-;0,1;0,28;4,3;-;60;Daging;DABM-1964;;;;;;;;
839;FR013;Tunggal;Bebek alabio, daging, segar;57;303;11,3;27;3,7;-;1;20;293;4,8;50;260;0,7;2;-;-;-;0,36;0,04;4,1;-;100;Daging;KZGMI-2001;;;;;;;;
840;FR014;Tunggal;Belibis, daging, segar;71,3;131;20,2;4,3;2,8;-;1,4;8;192;9,6;46;104;1,2;1,6;-;-;-;0,37;0,08;2,7;-;100;Daging;KZGMI-2001;;;;;;;;
841;FR015;Tunggal;Burung, sarang, segar;24,8;281;37,5;0,3;32,1;-;5,3;485;18;3;-;-;-;-;-;-;-;-;-;-;-;100;Daging;DABM-1964;;;;;;;;
842;FR016;Tunggal;Domba, daging, gemuk, segar;55,8;317;15,7;27,7;-;-;0,8;9;157;2,4;64;242,1;0,11;3,7;-;-;-;0,14;0,23;6,5;-;100;Daging;DABM-1964;;;;;;;;
843;FR017;Tunggal;Domba, daging, kurus, segar;66,3;202;17,1;14,8;-;-;1,8;10;191;2,6;90;355;0,08;2,8;-;-;-;0,15;0,26;5,7;-;100;Daging;DABM-1964;;;;;;;;
844;FR018;Tunggal;Domba, ginjal, segar;77,8;100;16,6;3,3;1;-;1,3;13;237;9,2;167;296,1;0,48;2,4;348;515;-;0,51;2,35;8;13;100;Daging;DABM-1964;;;;;;;;
845;FR019;Tunggal;Kambing, daging, segar;70,3;149;16,6;9,2;-;-;3,9;11;124;1;96;268,7;0,31;4,9;-;-;-;0,09;0,23;5;-;100;Daging;DABM-1964;;;;;;;;
846;FR020;Tunggal;Kelinci, daging, segar;74,3;142;16,9;7,8;-;-;1;7;350;1;49;371,1;-;-;-;-;-;0,11;0,11;6,8;-;100;Daging;FCTEA-1972;;;;;;;;
847;FR021;Tunggal;Kerbau, daging, segar;80;79;18,7;0,5;-;-;0,8;14;221;3,3;91;273;0,13;1,6;-;-;-;0,06;0,17;5;-;100;Daging;DABM-1964;;;;;;;;
848;FR022;Tunggal;Kuda, daging, segar;76;113;18,1;4,1;0,9;-;0,9;10;150;2,7;46;315,7;0,13;2,5;-;-;-;0,07;0,07;3;-;100;Daging;DABM-1964;;;;;;;;
849;FR023;Tunggal;Sapi, babat, segar;76,7;108;17,6;4,2;-;-;1,5;12;144;1;147;101,4;0,11;2,2;-;49;-;0,15;0,17;1,7;-;100;Daging;DABM-1964;;;;;;;;
850;FR024;Tunggal;Sapi, daging, gemuk, segar;60;273;17,5;22;-;-;0,5;10;150;2,6;93;267;0,17;6,4;12;-;-;0,08;0,18;7,3;-;100;Daging;DABM-1964;;;;;;;;
851;FR025;Tunggal;Sapi, daging, kurus, segar;69;174;19,6;10;-;-;1,4;11;181;2,9;83;489;0,07;4,9;6;181;-;0,07;0,51;1,2;-;100;Daging;DABM-1964;;;;;;;;
852;FR026;Tunggal;Sapi, daging, lemak sedang, segar;66;201;18,8;14;-;-;1,2;11;170;2,8;105;378;4,58;5,2;9;198;-;0,08;0,56;1,3;-;100;Daging;DABM-1964;;;;;;;;
853;FR027;Tunggal;Sapi, daleman, segar;70,1;183;12;14,4;1,4;-;2,1;43;319;1,8;277;160;0,1;0,8;-;104;-;0,31;0,22;8,5;-;100;Daging;KZGMI-2001;;;;;;;;
854;FR028;Tunggal;Sapi, dideh/darah;75,6;98;21,9;1,1;-;-;1,4;7;24;1,3;150;170;-;0,2;15;214;-;0,01;0,03;0,9;-;100;Daging;DABM-1964;;;;;;;;
855;FR029;Tunggal;Sapi, ginjal, segar;74,9;137;15;8,1;0,9;-;1,1;9;221;7,9;200;230,2;-;-;348;583;-;0,37;1,22;6,1;13;100;Daging;DABM-1964;;;;;;;;
856;FR030;Tunggal;Sapi, keleponan, segar;83,8;84;10,5;4,6;0,2;-;0,9;20;13;2,1;73;318;0,2;1,7;857;34;-;0,1;0,14;0,3;-;100;Daging;KZGMI-2001;;;;;;;;
857;FR031;Tunggal;Sapi, liver, segar;69,7;132;19,7;3,2;6;-;1,4;7;358;6,6;110;213;0,51;2,3;13.303;355;-;0,26;1,52;11,4;31;100;Daging;DABM-1964;;;;;;;;
858;FR032;Tunggal;Sapi, otak, segar;78,9;123;10,4;8,6;0,8;-;1,3;16;330;3,6;112;243,8;0,26;0,9;-;-;-;0,23;0,19;3,9;18;100;Daging;DABM-1964;;;;;;;;
859;FR033;Tunggal;Sapi, usus, segar;76,7;126;14;7,2;1,5;-;0,6;14;115;4;-;-;-;-;61;-;-;0,08;0,33;0,2;-;100;Daging;DABM-1964;;;;;;;;
860;FR034;Tunggal;Ulat sagu segar;65,9;241;5,8;21,6;5,8;2,8;0,9;20;70;0,5;210;210;1;7,7;-;-;-;0,17;1,45;0,1;-;100;Daging;KZGMI-2001;;;;;;;;
861;GP001;Olahan;Bekicot, dendeng, mentah;6,7;441;48,7;20,3;15,8;-;8,4;692;523;16,6;-;-;-;-;6;-;1.408;0,56;-;-;69;100;Ikan dsb;KZGPI-1990;;;;;;;;
862;GP002;Olahan;Belut, goreng;11,2;417;25,9;19,4;32;-;11,5;840;872;4,9;71;217,7;0,3;1,8;-;-;-;-;0,2;10,5;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
863;GP003;Olahan;Cumi-cumi, goreng;54,2;265;40,6;10,1;-;-;3,1;62;270;2,7;86;81,9;-;-;-;56;-;0,09;-;6,3;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
864;GP004;Olahan;Ikan asin, kering;40;193;42;1,5;-;-;16,5;200;300;2,5;-;-;-;-;-;-;-;0,01;-;-;-;70;Ikan dsb;DABM-1964;;;;;;;;
865;GP005;Olahan;Ikan bandeng presto, masakan;45,3;296;17,1;20,3;11,3;-;6;1.422;659;1,9;-;-;-;-;6;-;400;0,14;-;-;69;100;Ikan dsb;KZGPI-1990;;;;;;;;
866;GP006;Olahan;Ikan baung bakar;69,8;144;17,8;5,8;5,2;-;1,4;18;169;-;168;236;0,1;0,7;-;-;-;-;-;1,3;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
867;GP007;Olahan;Ikan Belida bakar;68,2;128;18;3;7,2;-;3,6;58;134;-;293;198;0,1;0,4;-;-;-;1,8;0,17;1,5;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
868;GP008;Olahan;Ikan cakalang asap, mentah;56,9;204;34,2;5,6;1,9;-;1,4;14;399;1,3;176;588;0,3;0,7;1.546;-;-;0,53;0,07;-;-;70;Ikan dsb;KZGMI-2001;;;;;;;;
869;GP009;Olahan;Ikan cakalang asin, mentah;41,7;198;36,5;2,2;5,5;-;14,1;236;346;3,7;4.304;302,1;-;-;-;-;-;0,06;-;-;-;70;Ikan dsb;KZGPI-1990;;;;;;;;
870;GP010;Olahan;Ikan calo/ peda, mentah;71,3;81;11,4;1,9;3,8;-;11,6;743;174;22,6;-;-;-;-;15;-;-;-;-;-;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
871;GP011;Olahan;Ikan Gabus asap, mentah;26,4;261;38,1;2,3;21,9;-;11,3;2.510;1.840;2,9;320;410;0,4;0,8;114;-;-;0,1;0,1;14,5;-;80;Ikan dsb;KZGMI-2001;;;;;;;;
872;GP012;Olahan;Ikan Gabus, kering;24;268;58;4;-;-;14;15;100;0,1;-;-;-;-;30;-;-;0,1;-;-;-;80;Ikan dsb;DABM-1964;;;;;;;;
873;GP013;Olahan;Ikan gete, goreng;44,7;267;23,1;19,4;0,2;-;12,6;2.340;1.240;0,8;590;440;0,1;1,9;-;-;-;-;-;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
874;GP014;Olahan;Ikan hiu, kering;23,1;298;46,3;3,6;20,2;-;6,8;335;846;2,5;957;1.457,00;0,5;2;661;-;-;0,84;0,11;22,5;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
875;GP015;Olahan;Ikan katombo, asin;44,7;162;31,7;2,8;0,3;-;15,5;279;609;4,6;4.393;342,2;2,8;-;-;-;-;0,09;-;-;-;70;Ikan dsb;KZGPI-1990;;;;;;;;
876;GP016;Olahan;Ikan kayu, kering;23,1;302;70,7;1,9;0,4;-;3,9;313;22;4,1;345;1.045,00;-;1,8;-;-;-;1,4;0,04;20;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
877;GP017;Olahan;Ikan Lais bakar;69,4;147;17,5;6,5;5,4;-;1,2;54;194;0,1;142;209;-;0,5;-;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
878;GP018;Olahan;Ikan lomak asin, mentah;21,6;258;40,3;2,3;18,9;-;16,9;140;279;2,3;6.227;485,1;2,3;-;-;-;-;0,1;0,3;6;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
879;GP019;Olahan;Ikan Mas pepes;57,5;209;15,2;11,3;11,8;0,5;4,3;686;530;6,1;74;276,7;0,1;1,9;3;-;315;0,13;0,1;2,4;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
880;GP020;Olahan;Ikan mujahir goreng;44,7;416;46,9;23,9;-;-;2,2;346;654;0,9;54;278,9;-;0,2;12;3;8;0,12;0,1;2,2;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
881;GP021;Olahan;Ikan Mujahir pepes;73,7;121;21,7;2,8;0,8;-;1;83;248;1,6;58;265,8;-;0,3;8;-;6;-;0,1;1,9;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
882;GP022;Olahan;Ikan mujahir, dendeng, mentah;15,2;582;68,3;15,2;37,2;-;14,1;3.258;1.699;4,3;-;-;-;-;15;-;20;0,27;-;-;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
883;GP023;Olahan;Ikan Papuyu, bakar;66,6;152;17,6;6,1;6,7;-;3;244;227;3,4;320;224;0,2;1;-;-;-;-;-;-;9;-;Ikan dsb;KZGMI-2001;;;;;;;;
884;GP024;Olahan;Ikan Patin, bakar;70,3;144;17,5;6,3;4,3;-;1,6;191;232;1,4;379;230;0,1;0,7;-;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
885;GP025;Olahan;Ikan peda banjar, mentah;46;156;28;4;2;-;20;174;316;3,1;59;368,8;-;0,5;33;4;-;0,1;0,1;4,7;-;90;Ikan dsb;DABM-1964;;;;;;;;
886;GP026;Olahan;Ikan pepetek, mentah;33;176;32;4,4;2;-;28,6;120;200;1;79;1;-;-;15;-;-;0,05;0,1;2,4;-;-;Ikan dsb;DABM-60/64;;;;;;;;
887;GP027;Olahan;Ikan Pindang banjar, mentah;59;157;28;4,2;1,8;-;7;50;100;1;-;-;-;-;45;-;-;0,1;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
888;GP028;Olahan;Ikan Pindang benggol, mentah;57;170;31;4,2;-;-;7,8;50;100;1;-;-;-;-;45;-;-;0,1;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
889;GP029;Olahan;Ikan Pindang layang, mentah;60;153;30;2,8;-;-;7,2;60;200;3;-;-;-;-;61;-;-;0,07;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
890;GP030;Olahan;Ikan Pindang selar, mentah;60;142;27;3;-;-;10;60;200;3;-;-;-;-;61;-;-;0,07;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
891;GP031;Olahan;Ikan sale lais, mentah;12,4;415;61,3;17,6;2,9;-;5,8;258;919;7;381;488;17,6;1;-;-;-;0,03;0,1;17,3;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
892;GP032;Olahan;Ikan saluang, kering, mentah;33,6;284;34,1;9,9;14,6;-;7,8;1.426;1.103;9,5;1.767;263;1,3;18,7;-;-;-;0,49;0,03;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
893;GP033;Olahan;Ikan sanggang, masakan;42,6;240;21,7;7,7;20,7;-;7,3;159;362;9,8;2.041;159;1,5;8,8;-;-;-;0,51;0,02;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
894;GP034;Olahan;Ikan selar kuning, cue, mentah;59;138;27;3,3;-;-;0,7;50;100;2;-;-;-;-;45;-;-;0,1;-;-;-;90;Ikan dsb;DABM-1964;;;;;;;;
895;GP035;Olahan;Ikan selar, kering, mentah;43;194;38;3,5;-;-;15,5;20;200;1;-;-;-;-;-;-;-;0,01;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
896;GP036;Olahan;Ikan sepat, kering, mentah;30;289;38;14;-;-;18;40;100;0,7;-;-;-;-;-;-;-;-;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
897;GP037;Olahan;Ikan sunu, asin, mentah;34,7;199;34,1;3,8;7,1;-;20,3;94;92;2,2;377;57;0,1;3,2;2.481;-;-;1,5;0,13;7,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
898;GP038;Olahan;Ikan, tepung, mentah;4,3;316;60,1;6,5;22,4;-;6,7;3.196;1.976;16,6;-;-;-;-;320;-;-;-;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
899;GP039;Olahan;Ikan Teri nasi, kering, mentah;34,5;144;32,5;0,6;-;-;32,4;1.000;1.000;3;312;-;-;-;61;-;-;0,1;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
900;GP040;Olahan;Ikan Teri, bubuk, mentah;15;277;60;2,3;1,8;-;20,9;1.209;1.225;3;-;-;-;-;90;-;-;0,1;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
901;GP041;Olahan;Ikan teri, kering, mentah;37,8;170;33,4;3;-;-;25,8;1.200;1.500;3,6;-;-;-;-;64;-;-;0,15;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
902;GP042;Olahan;Ikan Teri, kering, tawar, mentah;16,7;331;68,7;4,2;-;-;10,4;2.381;1.500;23,4;-;-;-;-;61;-;-;0,1;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
903;GP043;Olahan;Ikan Teri, tepung, mentah;5,2;347;48,8;6,4;19,6;-;20;4.608;1.200;18,6;-;-;-;-;61;-;130;1,12;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
904;GP044;Olahan;Kerang, asap, mentah;9,3;393;38,9;13,3;29,4;-;9,1;420;410;8,5;160;50;0,6;3,7;-;-;-;0,3;1,7;0,2;-;100;Ikan dsb;KZGMI-2001;;;;;;;;
905;GP045;Olahan;Kerang, dendeng, mentah;18,3;357;41,1;10;25,6;-;5;217;904;5,2;-;-;-;-;-;-;329;0,27;-;-;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
906;GP046;Olahan;Rebon, kering, mentah;21,6;299;59,4;3,6;3,2;-;12,2;2.306;625;21,4;-;-;-;-;-;-;-;0,06;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
907;GP047;Olahan;Rebung laut, mentah;18,2;320;7,2;4,2;63,3;-;7,1;240;570;6,6;20;1.040,00;1,5;6,2;917;-;-;-;-;4,9;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
908;GP048;Olahan;Rusip;58,5;110;11,5;2;11,7;-;16,3;479;348;7,1;-;-;-;-;-;-;-;0,04;-;-;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
909;GP049;Olahan;Sardines dalam kaleng;47,1;338;21,1;27;1;-;3,8;354;434;3,5;-;-;-;-;76;-;-;0,1;-;-;-;-;Ikan dsb;DABM-60/64;;;;;;;;
910;GP050;Olahan;Teripang, dendeng, mentah;12,5;462;39,1;32,4;3,5;-;12,5;499;616;96,4;315;402,5;-;-;2;-;144;1,37;-;5,3;-;100;Ikan dsb;KZGPI-1990;;;;;;;;
911;GP051;Olahan;Udang kering, mentah;14,9;278;62,6;4,1;2,2;-;16,2;760;510;5,2;540;360;2,4;3,2;39;-;-;-;-;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
912;GP052;Olahan;Udang papay, mentah;24,5;273;47,8;3,8;12,5;-;11,5;1.109;789;2,4;651;802;2,6;10,8;-;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
913;GP053;Olahan;Abon haruwan;11,6;513;23,7;37;21,3;-;6,4;25;25;0,5;61;15;-;0,2;-;-;-;-;-;-;-;100;Ikan dsb;KZGMI-2001;;;;;;;;
914;GP054;Olahan;Abon ikan;6,4;435;27,2;20,2;36,1;-;10,1;-;-;-;-;-;-;-;-;-;-;-;0,8;24,3;-;100;Ikan dsb;KZGMI-2001;;;;;;;;
915;GP055;Olahan;Betok wadi, masakan;69,2;145;16,3;7;4,1;-;3,4;405;523;1,8;69;203;1;1,3;-;-;-;0,22;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
916;GP056;Olahan;Bou ninahu ndamate, masakan;79,5;79;6,3;1;1,1;-;2,1;-;-;-;67;-;-;-;691;-;-;0,1;-;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
917;GP057;Olahan;Bouiki ninahu nggaluku, masakan;73,9;94;7,8;2,2;10,8;-;5,3;-;-;-;58;179,4;-;1,5;-;-;-;0,5;0,03;2,4;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
918;GP058;Olahan;Cakalang asar (asap papua);64,3;155;20,1;3,8;10,2;-;1,6;20;240;2,1;90;390;0,3;0,1;86;-;-;-;0,7;0,2;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
919;GP059;Olahan;Dendeng belut, goreng;8,2;382;55,7;14,1;8;-;14;1.069;654;15,4;-;-;-;-;28;-;1.480;0,48;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
920;GP060;Olahan;Dendeng mujahir, goreng;6,5;598;74,3;26,9;9,2;-;13,1;1.957;1.447;7,4;-;-;-;-;18;-;25;0,19;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
921;GP061;Olahan;Fillet o-fish;51;270;12,3;15,9;19,3;0,2;1,5;239;272;1,8;439;-;-;-;34;-;580;0,59;-;-;-;-;Ikan dsb;KZGMS-1993;;;;;;;;
922;GP062;Olahan;Gete kuah asam, masakan;80,1;75;8,2;2;6;-;3,8;1.620;880;0,8;260;150;0,1;1,5;-;-;-;-;-;0,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
923;GP063;Olahan;Gulai asam keueung, masakan;86;52;10;0,5;1,8;-;1,7;62;102;0,3;332;141;-;1;-;-;-;0,18;0,34;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
924;GP064;Olahan;Gulai ikan paya, masakan;72,1;148;10;9,8;5;-;3,1;103;82;0,7;525;256;0,1;0,9;-;-;-;0,26;0,02;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
925;GP065;Olahan;Gulai ikan, masakan;75,7;106;16,5;3,3;2,5;-;2;306;196;4,8;743;-;-;-;86;-;2.760;0,32;-;-;-;-;Ikan dsb;KZGMS-1993;;;;;;;;
926;GP066;Olahan;Gulai keumamah, masakan;81,4;110;5,9;8,2;3,2;-;1,3;32;96;1;335;121;0,2;0,9;-;-;-;0,33;0,04;-;-;100;Ikan dsb;KGZMI-2001;;;;;;;;
927;GP067;Olahan;Gulai tiram, masakan;73,1;132;9;7,2;7,8;-;2,9;53;134;3,7;285;133;1,1;0,7;389;-;-;0,29;0,12;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
928;GP068;Olahan;Gurame asem manis, masakan;63,1;192;12,7;10,1;12,7;-;2,4;283;169;1,1;-;-;-;-;19;-;1.440;0,1;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
929;GP069;Olahan;Ikan asar merah, masakan;69,2;146;17,7;5,9;5,6;-;1,6;100;240;4;170;310;0,3;1,4;224;-;-;-;-;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
930;GP070;Olahan;Jambal goreng;13,4;286;48,5;9,2;2,3;-;26,6;207;457;3,3;-;-;-;-;109;-;160;0,4;-;3,1;-;-;Ikan dsb;KZGMS-1993;;;;;;;;
931;GP071;Olahan;Jukku pallu kaloa, masakan;69,4;15;15,2;4,3;8,8;-;2,3;40;170;1,1;605;153;0,6;1,1;-;-;-;0,3;0,14;7,5;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
932;GP072;Olahan;Kaholeo, masakan;11,2;413;28,7;19,8;29,8;-;10,5;909;1.291;-;-;1.171,00;0,1;3,1;4.236;-;-;1,34;0,03;5,7;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
933;GP073;Olahan;Lawara penjah, masakan;64,5;207;7,4;15,4;9,6;-;2,9;114;219;5,9;683;117;0,5;0,7;-;38;-;0,19;0,04;-;14;100;Ikan dsb;KZGMI-2001;;;;;;;;
934;GP074;Olahan;Model, masakan;83,9;79;2,2;4;8,6;-;1,3;8;33;0,8;147;34;0,1;0,5;-;-;-;0,16;0,02;-;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
935;GP075;Olahan;Mujahir acar kuning, masakan;43,1;330;17,8;23,4;12,1;1,1;4,6;154;357;5,3;-;-;-;-;24;-;4.130;0,15;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
936;GP076;Olahan;Parede baleh, masakan;80;87;10,5;2,5;5,5;-;1,5;35;215;0,9;416;59;0,1;0,2;-;-;-;0,24;-;0,7;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
937;GP077;Olahan;Pempek adaan;62,6;162;4,9;3;27,8;-;1,7;26;116;1;488;119;0,1;0,2;-;-;-;0,3;0,03;1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
938;GP078;Olahan;Pempek belida;61,4;156;4,2;1,4;31,6;0,2;1,4;100;55;3,3;-;-;-;-;-;-;-;0,03;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
939;GP079;Olahan;Pempek kapal selam;63,4;152;4,5;2,3;28,2;-;1,6;19;115;1,6;628;91;0,1;0,2;-;-;-;0,2;0,03;1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
940;GP080;Olahan;Pempek kelesan;53;211;12,3;6,1;26,6;0,4;2;840;176;1,8;-;-;-;-;14;-;888;0,25;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
941;GP081;Olahan;Pempek kulit;45,7;243;5,2;7,3;39,1;-;2,7;16;96;2;555;102;0,1;0,6;-;-;-;0,2;0,02;0,9;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
942;GP082;Olahan;Pempek telur;62,4;156;4,7;2,7;28,3;-;1,9;13;83;1,3;448;48;0,1;0,6;-;-;-;0,2;0,05;1,1;-;-;Ikan dsb;KZGMI-2001;;;;;;;;
943;GP083;Olahan;Pempek tenggiri;56,3;173;7,2;1,2;33,4;0,2;1,9;164;80;3,1;-;-;-;-;-;-;-;0,02;-;-;-;-;Ikan dsb;KZGPI-1990;;;;;;;;
