Code,Foods,Synonyms,energy,water,protein,fat,carbohydr.,dietary fiber,minerals,org. acids,alcohol,Vit. A,retinol,carotene,Vit. D,Vit. E (eq.),Vit. E,Vit. K,Vit. B1,Vit. B2,niacine,niacineequiv.,pantoth. acid,Vit. B6,biotine,folic acid eq.,tot. fol.acid,free fol.acid,Vit. B12,Vit. C,sodium,potassium,calcium,magnesium,phosphorus,sulfur,chlorine,iron,zinc,copper,manganese,fluorine,iodine,mannit,sorbit,xylit
ZIN0663,minyak ikan,,"     3766,000",,"        0,000","       99,800","        0,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        3,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0664,minyak kacang tanah,,"     3699,000",,"        0,000","      100,000","        0,000","        0,000",,,,"        0,000","        0,000",,"        0,000","       13,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0665,minyak kelapa,,"     3607,000",,"        0,000","      100,000","        0,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0666,minyak kelapa sawit,,"     3607,000",,"        0,000","      100,000","        0,000","        0,000",,,,"     5000,000","        0,000",,"        0,000","        4,000",,,"        0,010","        0,020","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        6,000","        0,000","        7,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0667,minyak sayur (indomie dll),,"     3607,000",,"        0,000","      100,000","        0,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0668,minyak wijen,,"     3699,000",,"        0,000","      100,000","        0,000","        0,000",,,,"        0,000","        0,000",,"        0,000","       13,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0669,santan,,"      297,000",,"        0,700","        6,700","        3,000","        1,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,000","        0,100",,"        0,060","        0,010",,,"        5,000",,"        0,000","        1,000","        4,000","       71,000","        3,000","        6,000","       23,000",,,"        0,500","        0,200","        0,090","        0,300",,,,,
ZIN0670,agar agar 1 with coconut milk,,"      644,000",,"        2,500","        6,000","       25,500","        2,700",,,,"       12,000","        0,000",,"        0,000","        1,000",,,"        0,060","        0,160","        0,600",,"        0,380","        0,040",,,"      184,000",,"        0,000","       13,000","      240,000","      176,000","      295,000","      126,000","       97,000",,,"        3,500","        1,400","        0,230","        0,470",,,,,
ZIN0671,agar agar 2 without coconut milk,,"      406,000",,"        1,900","        0,600","       23,100","        1,300",,,,"       12,000","        0,000",,"        0,000","        1,000",,,"        0,050","        0,150","        0,500",,"        0,330","        0,030",,,"      180,000",,"        0,000","       13,000","      236,000","      119,000","      293,000","      121,000","       79,000",,,"        3,100","        1,200","        0,160","        0,230",,,,,
ZIN0672,agar inaco with coconut milk,,"     1222,000",,"        2,500","       22,000","       25,500","        2,700",,,,"       12,000","        0,000",,"        0,000","        1,000",,,"        0,060","        0,160","        0,600",,"        0,380","        0,040",,,"      184,000",,"        0,000","       13,000","      240,000","      176,000","      295,000","      126,000","       97,000",,,"        3,500","        1,400","        0,230","        0,470",,,,,
ZIN0673,dhelco coklat stick,,"       92,000",,"        0,300","        0,900","        3,400","        0,100",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,040","        0,000",,,"        1,000",,"        0,000","        0,000","        0,000","       13,000","        1,000","        4,000","        6,000",,,"        0,100","        0,100","        0,020","        0,040",,,,,
ZIN0674,es mambo/es lilin,,"      293,000",,"        0,000","        0,000","       18,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,010","        0,000",,,,,
ZIN0675,gula aren,,"     1544,000",,"        0,600","        0,000","       94,200","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,100",,"        0,110","        0,030",,,"        1,000",,"        0,000","        0,000","       38,000","      335,000","      377,000","       22,000","      110,000",,,"        1,800","        0,300","        0,300","        0,310",,,,,
ZIN0676,gula batu,,"     1619,000",,"        0,000","        0,000","       99,900","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,020","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        1,000","        2,000","        1,000","        0,000","        2,000",,,"        0,100","        0,000","        0,040","        0,010",,,,,
ZIN0677,gula kelapa,,"     1460,000",,"        2,300","        0,100","       84,700","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,100",,"        0,100","        0,020",,,"        1,000",,"        0,000","        0,000","       34,000","      301,000","     1252,000","        1,000","      372,000",,,"        1,700","        0,200","        0,260","        0,280",,,,,
ZIN0678,gula merah tebu belum dimurnikan,,"     1573,000",,"        0,000","        0,000","       97,300","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,100",,"        0,110","        0,030",,,"        1,000",,"        0,000","        0,000","       39,000","      346,000","       85,000","       29,000","       22,000",,,"        1,900","        0,200","        0,300","        0,320",,,,,
ZIN0679,gula pasir,,"     1619,000",,"        0,000","        0,000","       99,900","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,020","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        1,000","        2,000","        1,000","        0,000","        2,000",,,"        0,100","        0,000","        0,040","        0,010",,,,,
ZIN0680,gula supra,,"     1619,000",,"        0,000","        0,000","       99,900","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,020","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        1,000","        2,000","        1,000","        0,000","        2,000",,,"        0,100","        0,000","        0,040","        0,010",,,,,
ZIN0681,kethak + gula,,"      929,000",,"        1,000","       10,100","       34,600","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,200",,"        0,090","        0,020",,,"        8,000",,"        0,000","        1,000","        6,000","      108,000","        4,000","       10,000","       35,000",,,"        0,700","        0,300","        0,140","        0,450",,,,,
ZIN0682,madu,,"     1272,000",,"        0,300","        0,000","       82,400","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,040","        0,100",,"        0,070","        0,020",,,"        2,000",,"        0,000","        1,000","        4,000","       52,000","        6,000","        2,000","        4,000",,,"        0,400","        0,200","        0,040","        0,080",,,,,
ZIN0683,meises,,"     1996,000",,"        4,200","       29,700","       63,400","        0,000",,,,"        2,000","        0,000",,"        0,000","        1,000",,,"        0,060","        0,090","        0,400",,"        1,080","        0,070",,,"       10,000",,"        0,000","        0,000","       11,000","      365,000","       32,000","      115,000","      132,000",,,"        3,100","        1,600","        0,700","        0,800",,,,,
ZIN0684,miki jelly,,"      644,000",,"        2,500","        6,000","       25,500","        2,700",,,,"       12,000","        0,000",,"        0,000","        1,000",,,"        0,060","        0,160","        0,600",,"        0,380","        0,040",,,"      184,000",,"        0,000","       13,000","      240,000","      176,000","      295,000","      126,000","       97,000",,,"        3,500","        1,400","        0,230","        0,470",,,,,
ZIN0685,mutiara,,"     1460,000",,"        2,300","        0,100","       84,700","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,100",,"        0,100","        0,020",,,"        1,000",,"        0,000","        0,000","       34,000","      301,000","     1252,000","        1,000","      372,000",,,"        1,700","        0,200","        0,260","        0,280",,,,,
ZIN0686,permen,,"     1619,000",,"        0,000","        0,000","       99,900","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,020","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        1,000","        2,000","        1,000","        0,000","        2,000",,,"        0,100","        0,000","        0,040","        0,010",,,,,
ZIN0687,setrup / sirup,,"      895,000",,"        0,000","        0,000","       55,500","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,100",,"        0,060","        0,020",,,"        1,000",,"        0,000","        0,000","       22,000","      197,000","       48,000","       17,000","       13,000",,,"        1,100","        0,100","        0,170","        0,180",,,,,
ZIN0688,tebu,,"      109,000",,"        0,000","        0,000","        6,800","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,010","        0,000",,,"        0,000",,"        0,000","        0,000","        3,000","       24,000","        6,000","        2,000","        2,000",,,"        0,100","        0,000","        0,020","        0,020",,,,,
ZIN0689,adonan kopi + gula pasir,,"     1494,000",,"        1,600","        0,000","       90,300","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,020","        4,800",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","       49,000","      578,000","       49,000","       64,000","       50,000",,,"        1,700","        0,000","        0,190","        0,330",,,,,
ZIN0690,air gula - belu,,"       33,000",,"        0,000","        0,000","        2,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0691,teh manis belu,,"       54,000",,"        0,000","        0,000","        3,400","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,010","        0,000",,,"        0,000",,"        0,000","        0,000","        3,000","       20,000","        2,000","        2,000","        1,000",,,"        0,000","        0,000","        0,010","        0,220",,,,,
ZIN0692,daun cincau,,"      138,000",,"        2,500","        0,500","        5,300","        3,500",,,,"       83,000","        0,000",,"        0,000","        0,000",,,"        0,130","        0,080","        0,500",,"        0,130","        0,100",,,"      140,000",,"        0,000","       10,000","       23,000","      395,000","       48,000","       23,000","       50,000",,,"        1,300","        0,500","        0,080","        0,380",,,,,
ZIN0693,gula kopi,,"     1494,000",,"        1,600","        0,000","       90,300","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,020","        4,800",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","       49,000","      578,000","       49,000","       64,000","       50,000",,,"        1,700","        0,000","        0,190","        0,330",,,,,
ZIN0694,jamu,,"        4,000",,"        0,100","        0,000","        0,100","        0,100",,,,"        2,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        3,000",,"        0,000","        0,000","        0,000","        8,000","        1,000","        0,000","        1,000",,,"        0,000","        0,000","        0,000","        0,010",,,,,
ZIN0695,jus alpukat susu,,"      397,000",,"        1,300","        4,800","       13,000","        1,500",,,,"       15,000","       14,000",,"        0,000","        0,000",,,"        0,040","        0,070","        0,500",,"        0,330","        0,090",,,"       17,000",,"        0,100","        2,000","       16,000","      185,000","       32,000","       13,000","       33,000",,,"        0,300","        0,200","        0,070","        0,060",,,,,
ZIN0696,jus anggur,,"      222,000",,"        0,100","        0,100","       13,800","        0,700",,,,"        1,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,000","        0,000",,"        0,020","        0,010",,,"        1,000",,"        0,000","        2,000","        0,000","       29,000","        2,000","        1,000","        2,000",,,"        0,100","        0,000","        0,010","        0,010",,,,,
ZIN0697,jus jeruk pepaya,,"      213,000",,"        0,200","        0,000","       13,000","        0,600",,,,"       34,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,100",,"        0,070","        0,010",,,"       11,000",,"        0,000","       18,000","        1,000","       74,000","        8,000","        3,000","        2,000",,,"        0,000","        0,000","        0,010","        0,010",,,,,
ZIN0698,jus jeruk peras,,"      347,000",,"        0,200","        0,100","       21,800","        0,600",,,,"        1,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,000",,"        0,040","        0,020",,,"        2,000",,"        0,000","       11,000","        1,000","       28,000","        5,000","        2,000","        4,000",,,"        0,100","        0,000","        0,020","        0,010",,,,,
ZIN0699,jus mannga,,"      230,000",,"        0,100","        0,100","       14,200","        0,500",,,,"      100,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,200",,"        0,040","        0,030",,,"        4,000",,"        0,000","        9,000","        1,000","       39,000","        3,000","        2,000","        3,000",,,"        0,000","        0,000","        0,030","        0,010",,,,,
ZIN0700,jus melon,,"      197,000",,"        0,200","        0,100","       12,100","        0,200",,,,"       81,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,200",,"        0,030","        0,030",,,"        4,000",,"        0,000","       11,000","        2,000","       77,000","        3,000","        3,000","        4,000",,,"        0,100","        0,100","        0,010","        0,010",,,,,
ZIN0701,jus papaya,,"      201,000",,"        0,200","        0,000","       12,400","        0,500",,,,"       34,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,010","        0,100",,"        0,060","        0,010",,,"       10,000",,"        0,000","       16,000","        1,000","       64,000","        6,000","        3,000","        1,000",,,"        0,000","        0,000","        0,010","        0,000",,,,,
ZIN0702,kopi (powder),,"      540,000",,"        6,500","        0,000","       25,800","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","       19,400",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","      194,000","     2322,000","      194,000","      258,000","      194,000",,,"        6,500","        0,000","        0,650","        1,290",,,,,
ZIN0703,kopi bagian yang larut,,"      837,000",,"       10,000","        0,000","       40,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","       30,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","      300,000","     3600,000","      300,000","      400,000","      300,000",,,"       10,000","        0,000","        1,000","        2,000",,,,,
ZIN0704,larutan gula and salt,,"       79,000",,"        0,000","        0,000","        5,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0705,larutan oralit,,"       79,000",,"        0,000","        0,000","        5,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0706,legen aren,,"      155,000",,"        0,100","        0,000","        9,400","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,010","        0,000",,,"        0,000",,"        0,000","        0,000","        4,000","       34,000","       37,000","        2,000","       11,000",,,"        0,100","        0,000","        0,030","        0,030",,,,,
ZIN0707,legen kelapa,,"      146,000",,"        0,200","        0,000","        8,500","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,010","        0,000",,,"        0,000",,"        0,000","        0,000","        3,000","       30,000","      125,000","        0,000","       37,000",,,"        0,200","        0,000","        0,030","        0,030",,,,,
ZIN0708,lemonade,,"      176,000",,"        0,100","        0,000","       10,900","        0,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,020","        0,010",,,"        1,000",,"        0,000","        5,000","        0,000","       14,000","        3,000","        1,000","        2,000",,,"        0,100","        0,000","        0,000","        0,000",,,,,
ZIN0709,minuman anggur,,"      293,000",,"        0,200","        0,000","        1,400","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,020","        0,100",,"        0,030","        0,020",,,"        1,000",,"        0,000","        0,000","        8,000","       89,000","        8,000","       10,000","       14,000",,,"        0,400","        0,100","        0,010","        0,150",,,,,
ZIN0710,minuman buah vita,,"      243,000",,"        0,000","        0,000","       15,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,010","        0,000",,,,,
ZIN0711,minuman go go strawbery,,"      243,000",,"        0,000","        0,000","       15,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,010","        0,000",,,,,
ZIN0712,sprite fanta coca cola dll,,"      172,000",,"        0,000","        0,000","       10,400","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        4,000","        1,000","        3,000","        1,000","       12,000",,,"        0,000","        0,000","        0,010","        0,040",,,,,
ZIN0713,susu milo/ milo choklat,,"     1619,000",,"       10,800","        9,500","       65,800","        0,000",,,,"      610,000","      210,000",,"        4,000","        2,000",,,"        0,150","        0,310","        1,800",,"        1,050","        0,150",,,"       21,000",,"        0,500","       99,000","      160,000","      486,000","      385,000","       35,000","      301,000",,,"        4,000","        1,800","        0,170","       16,500",,,,,
ZIN0714,susu sgm (belu),,"       79,000",,"        0,900","        0,800","        2,100","        0,000",,,,"       17,000","       17,000",,"        0,000","        0,000",,,"        0,010","        0,020","        0,100",,"        0,080","        0,010",,,"        2,000",,"        0,000","        1,000","       13,000","       39,000","       31,000","        3,000","       24,000",,,"        0,300","        0,100","        0,010","        1,320",,,,,
ZIN0715,teh,,"      209,000",,"        0,000","        0,000","       10,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,500","        0,000",,,"        0,000",,"        0,000","        0,000","      150,000","     1000,000","      100,000","      100,000","       50,000",,,"        0,000","        0,000","        0,500","       11,000",,,,,
ZIN0716,teh cap bunga mawar,,"      209,000",,"        0,000","        0,000","       10,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,500","        0,000",,,"        0,000",,"        0,000","        0,000","      150,000","     1000,000","      100,000","      100,000","       50,000",,,"        0,000","        0,000","        0,500","       11,000",,,,,
ZIN0717,teh kotak,,"      209,000",,"        0,000","        0,000","       10,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,500","        0,000",,,"        0,000",,"        0,000","        0,000","      150,000","     1000,000","      100,000","      100,000","       50,000",,,"        0,000","        0,000","        0,500","       11,000",,,,,
ZIN0718,teh kotak,,"      209,000",,"        0,000","        0,000","       10,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,500","        0,000",,,"        0,000",,"        0,000","        0,000","      150,000","     1000,000","      100,000","      100,000","       50,000",,,"        0,000","        0,000","        0,500","       11,000",,,,,
ZIN0719,teh manis,,"       54,000",,"        0,000","        0,000","        3,200","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,010","        0,000",,,"        0,000",,"        0,000","        0,000","        3,000","       20,000","        2,000","        2,000","        1,000",,,"        0,000","        0,000","        0,010","        0,220",,,,,
ZIN0720,aci tusuk,,"     1519,000",,"        5,300","       20,500","       39,200","        1,500",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,050","        0,020","        0,600",,"        0,210","        0,030",,,"       11,000",,"        0,000","        1,000","        1,000","       70,000","       10,000","       12,000","       58,000",,,"        0,600","        0,400","        0,080","        0,360",,,,,
ZIN0721,agar-agar,,"        0,000",,"        0,000","        0,000","        0,000","        0,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        0,000","        0,000","        0,000","        0,000","        0,000",,,"        0,000","        0,000","        0,000","        0,000",,,,,
ZIN0722,arafik,,"     2205,000",,"        3,000","       30,300","       59,700","        1,100",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,030","        0,010","        0,300",,"        0,110","        0,010",,,"        5,000",,"        0,000","        0,000","        4,000","       31,000","        5,000","        7,000","       36,000",,,"        0,500","        0,200","        0,060","        0,210",,,,,
ZIN0723,bakpau daging,,"     1042,000",,"        9,800","        6,700","       36,300","        2,000",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,090","        0,080","        1,100",,"        0,330","        0,080",,,"       23,000",,"        0,300","        0,000","      434,000","      128,000","        8,000","       22,000","      102,000",,,"        0,600","        1,200","        0,150","        0,360",,,,,
ZIN0724,bakso daging sapi,,"     1548,000",,"       23,500","       29,900","        0,100","        0,000",,,,"       10,000","       10,000",,"        0,000","        0,000",,,"        0,070","        0,160","        3,000",,"        0,430","        0,310",,,"        8,000",,"        1,800","        0,000","       55,000","      318,000","        6,000","       21,000","      187,000",,,"        1,600","        3,800","        0,080","        0,010",,,,,
ZIN0725,baso,,"     1548,000",,"       23,500","       29,900","        0,100","        0,000",,,,"       10,000","       10,000",,"        0,000","        0,000",,,"        0,070","        0,160","        3,000",,"        0,430","        0,310",,,"        8,000",,"        1,800","        0,000","       55,000","      318,000","        6,000","       21,000","      187,000",,,"        1,600","        3,800","        0,080","        0,010",,,,,
ZIN0726,baso goreng,,"     1720,000",,"       22,200","       35,200","        0,000","        0,000",,,,"        8,000","        8,000",,"        0,000","        1,000",,,"        0,070","        0,150","        2,800",,"        0,400","        0,290",,,"        7,000",,"        1,700","        0,000","       51,000","      300,000","        6,000","       20,000","      176,000",,,"        1,500","        3,600","        0,070","        0,010",,,,,
ZIN0727,baso kojak,,"      812,000",,"        5,900","        1,400","       38,400","        1,400",,,,"        4,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,030","        0,700",,"        0,220","        0,030",,,"       10,000",,"        0,100","        1,000","        3,000","       74,000","        8,000","       12,000","       61,000",,,"        0,700","        0,500","        0,080","        0,350",,,,,
ZIN0728,batagor,,"      636,000",,"       12,100","       11,300","        1,400","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,080","        0,070","        0,900",,"        0,150","        0,120",,,"       13,000",,"        0,400","        0,000","       18,000","      173,000","       80,000","       83,000","      120,000",,,"        4,500","        1,600","        0,160","        0,460",,,,,
ZIN0729,bawang goreng,,"     1519,000",,"        5,300","       20,500","       39,200","        1,500",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,050","        0,020","        0,600",,"        0,210","        0,030",,,"       11,000",,"        0,000","        1,000","        1,000","       70,000","       10,000","       12,000","       58,000",,,"        0,600","        0,400","        0,080","        0,360",,,,,
ZIN0730,bika ambon,,"     1071,000",,"        7,800","        8,000","       38,900","        3,800",,,,"     1901,000","      243,000",,"        2,000","        6,000",,,"        0,150","        0,330","        0,800",,"        1,320","        0,390",,,"       63,000",,"        2,400","       28,000","       78,000","      511,000","       61,000","       32,000","      167,000",,,"        2,500","        1,000","        0,290","        0,730",,,,,
ZIN0731,biscuit,,"     2121,000",,"       10,400","       17,500","       78,000","        1,200",,,,"       99,000","       99,000",,"        0,000","        1,000",,,"        0,120","        0,330","        0,700",,"        0,810","        0,130",,,"       19,000",,"        0,700","        2,000","      101,000","      302,000","      215,000","       30,000","      216,000",,,"        0,800","        1,000","        0,080","        0,310",,,,,
ZIN0732,biscuit astor,,"     1870,000",,"        7,500","       14,000","       73,700","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0733,biscuit barry sandwich,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0734,biscuit big royal,,"     1803,000",,"        7,500","       10,000","       78,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        0,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0735,biscuit big royal,,"     1803,000",,"        7,500","       10,000","       78,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        0,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0736,biscuit bola bola,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0737,biscuit coklat burbon,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0738,biscuit coklat togo,,"     1280,000",,"        6,200","        2,600","       63,800","        1,600",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,060","        0,030","        0,700",,"        0,230","        0,020",,,"       11,000",,"        0,000","        0,000","        1,000","       65,000","        9,000","       13,000","       65,000",,,"        0,700","        0,400","        0,090","        0,410",,,,,
ZIN0739,biscuit crackers konghuan,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0740,biscuit cripsy crackers,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0741,biscuit famela,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
