Recipe Name,Course,Ingredient,Unit,Qty
pisang,1 portion,pisang uli,pc,2
jeruk,1 portion,jeruk,gram,80
semangka,1 portion,semangka,gram,80
susu,1 portion,susu,pc,1
yakult,1 portion,yakult,pc,1
kelengkeng,1 portion,kelengkeng,gram,50
anggur,1 portion,anggur,gram,50
